Municipio,obitos_p/Residência
353730 PENAPOLIS,504
353740 PEREIRA BARRETO,205
353750 PEREIRAS,58
353760 PERUIBE,589
353770 PIACATU,34
353780 PIEDADE,432
353790 PILAR DO SUL,213
353800 PINDAMONHANGABA,998
353810 PINDORAMA,144
353820 PINHALZINHO,99
353830 PIQUEROBI,24
353850 PIQUETE,137
353860 PIRACAIA,221
353870 PIRACICABA,2664
353880 PIRAJU,243
353890 PIRAJUI,229
353900 PIRANGI,96
353910 PIRAPORA DO BOM JESUS,92
353920 PIRAPOZINHO,196
353930 PIRASSUNUNGA,585
353940 PIRATININGA,96
353950 PITANGUEIRAS,229
353960 PLANALTO,34
353970 PLATINA,28
353980 POA,669
353990 POLONI,42
354000 POMPEIA,162
354010 PONGAI,32
354020 PONTAL,201
354025 PONTALINDA,33
354030 PONTES GESTAL,23
354040 POPULINA,42
354050 PORANGABA,75
354060 PORTO FELIZ,376
354070 PORTO FERREIRA,409
354075 POTIM,133
354080 POTIRENDABA,144
354085 PRACINHA,19
354090 PRADOPOLIS,91
354100 PRAIA GRANDE,2285
354105 PRATANIA,27
354110 PRESIDENTE ALVES,36
354120 PRESIDENTE BERNARDES,117
354130 PRESIDENTE EPITACIO,310
354140 PRESIDENTE PRUDENTE,1571
354150 PRESIDENTE VENCESLAU,326
354160 PROMISSAO,245
354165 QUADRA,25
354170 QUATA,84
354180 QUEIROZ,30
354190 QUELUZ,79
354200 QUINTANA,48
354210 RAFARD,48
354220 RANCHARIA,254
354230 REDENCAO DA SERRA,29
354240 REGENTE FEIJO,142
354250 REGINOPOLIS,37
354260 REGISTRO,396
354270 RESTINGA,42
354280 RIBEIRA,29
354290 RIBEIRAO BONITO,79
354300 RIBEIRAO BRANCO,139
354310 RIBEIRAO CORRENTE,24
354320 RIBEIRAO DO SUL,38
354323 RIBEIRAO DOS INDIOS,23
354325 RIBEIRAO GRANDE,53
354330 RIBEIRAO PIRES,680
354340 RIBEIRAO PRETO,4225
354350 RIVERSUL,53
354360 RIFAINA,35
354370 RINCAO,64
354380 RINOPOLIS,96
354390 RIO CLARO,1506
354400 RIO DAS PEDRAS,172
354410 RIO GRANDE DA SERRA,264
354420 RIOLANDIA,55
354425 ROSANA,109
354430 ROSEIRA,81
354440 RUBIACEA,19
354450 RUBINEIA,30
354460 SABINO,41
354470 SAGRES,12
354480 SALES,59
354490 SALES OLIVEIRA,68
354500 SALESOPOLIS,127
354510 SALMOURAO,38
354515 SALTINHO,43
354520 SALTO,747
354530 SALTO DE PIRAPORA,316
354540 SALTO GRANDE,89
354550 SANDOVALINA,32
354560 SANTA ADELIA,136
354570 SANTA ALBERTINA,47
354580 SANTA BARBARA D'OESTE,1220
354600 SANTA BRANCA,120
354610 SANTA CLARA D'OESTE,15
354620 SANTA CRUZ DA CONCEICAO,21
354625 SANTA CRUZ DA ESPERANCA,11
354630 SANTA CRUZ DAS PALMEIRAS,207
354640 SANTA CRUZ DO RIO PARDO,365
354650 SANTA ERNESTINA,44
354660 SANTA FE DO SUL,293
354670 SANTA GERTRUDES,109
354680 SANTA ISABEL,348
354690 SANTA LUCIA,64
354700 SANTA MARIA DA SERRA,32
354710 SANTA MERCEDES,38
354720 SANTANA DA PONTE PENSA,14
354730 SANTANA DE PARNAIBA,516
354740 SANTA RITA D'OESTE,25
354750 SANTA RITA DO PASSA QUATRO,259
354760 SANTA ROSA DE VITERBO,184
354765 SANTA SALETE,10
354770 SANTO ANASTACIO,184
354780 SANTO ANDRE,5229
354790 SANTO ANTONIO DA ALEGRIA,56
354800 SANTO ANTONIO DE POSSE,172
354805 SANTO ANTONIO DO ARACANGUA,61
354810 SANTO ANTONIO DO JARDIM,43
354820 SANTO ANTONIO DO PINHAL,47
354830 SANTO EXPEDITO,24
354840 SANTOPOLIS DO AGUAPEI,23
354850 SANTOS,4115
354860 SAO BENTO DO SAPUCAI,70
354870 SAO BERNARDO DO CAMPO,4087
354880 SAO CAETANO DO SUL,1441
354890 SAO CARLOS,1699
354900 SAO FRANCISCO,29
354910 SAO JOAO DA BOA VISTA,762
354920 SAO JOAO DAS DUAS PONTES,18
354925 SAO JOAO DE IRACEMA,14
354930 SAO JOAO DO PAU D'ALHO,25
354940 SAO JOAQUIM DA BARRA,338
354950 SAO JOSE DA BELA VISTA,59
354960 SAO JOSE DO BARREIRO,37
354970 SAO JOSE DO RIO PARDO,421
354980 SAO JOSE DO RIO PRETO,3048
354990 SAO JOSE DOS CAMPOS,3743
354995 SAO LOURENCO DA SERRA,107
355000 SAO LUIS DO PARAITINGA,78
355010 SAO MANUEL,277
355020 SAO MIGUEL ARCANJO,190
355030 SAO PAULO,75368
355040 SAO PEDRO,270
355050 SAO PEDRO DO TURVO,45
355060 SAO ROQUE,580
355070 SAO SEBASTIAO,434
355080 SAO SEBASTIAO DA GRAMA,101
355090 SAO SIMAO,132
355100 SAO VICENTE,2388
355110 SARAPUI,80
355120 SARUTAIA,39
355130 SEBASTIANOPOLIS DO SUL,26
355140 SERRA AZUL,86
355150 SERRANA,231
355160 SERRA NEGRA,228
355170 SERTAOZINHO,716
355180 SETE BARRAS,109
355190 SEVERINIA,100
355200 SILVEIRAS,51
355210 SOCORRO,322
355220 SOROCABA,4279
355230 SUD MENNUCCI,66
355240 SUMARE,1340
355250 SUZANO,1678
355255 SUZANAPOLIS,26
355260 TABAPUA,108
355270 TABATINGA,127
355280 TABOAO DA SERRA,1502
355290 TACIBA,43
355300 TAGUAI,84
355310 TAIACU,48
355320 TAIUVA,44
355330 TAMBAU,184
355340 TANABI,191
355350 TAPIRAI,52
355360 TAPIRATIBA,109
355365 TAQUARAL,24
355370 TAQUARITINGA,489
355380 TAQUARITUBA,220
355385 TAQUARIVAI,33
355390 TARABAI,58
355395 TARUMA,77
355400 TATUI,859
355410 TAUBATE,1921
355420 TEJUPA,28
355430 TEODORO SAMPAIO,131
355440 TERRA ROXA,74
355450 TIETE,271
355460 TIMBURI,29
355465 TORRE DE PEDRA,20
355470 TORRINHA,67
355475 TRABIJU,15
355480 TREMEMBE,259
355490 TRES FRONTEIRAS,65
355495 TUIUTI,59
355500 TUPA,607
355510 TUPI PAULISTA,137
355520 TURIUBA,11
355530 TURMALINA,15
355535 UBARANA,45
355540 UBATUBA,545
355550 UBIRAJARA,34
355560 UCHOA,85
355570 UNIAO PAULISTA,18
355580 URANIA,82
355590 URU,8
355600 URUPES,111
355610 VALENTIM GENTIL,80
355620 VALINHOS,701
355630 VALPARAISO,144
355635 VARGEM,68
355640 VARGEM GRANDE DO SUL,333
355645 VARGEM GRANDE PAULISTA,234
355650 VARZEA PAULISTA,541
355660 VERA CRUZ,97
355670 VINHEDO,403
355680 VIRADOURO,132
355690 VISTA ALEGRE DO ALTO,44
355695 VITORIA BRASIL,16
355700 VOTORANTIM,757
355710 VOTUPORANGA,625
355715 ZACARIAS,11
355720 CHAVANTES,120
355730 ESTIVA GERBI,80
410010 ABATIA,74
410020 ADRIANOPOLIS,58
410030 AGUDOS DO SUL,49
410040 ALMIRANTE TAMANDARE,650
410045 ALTAMIRA DO PARANA,25
410050 ALTONIA,174
410060 ALTO PARANA,104
410070 ALTO PIQUIRI,81
410080 ALVORADA DO SUL,64
410090 AMAPORA,34
410100 AMPERE,132
410105 ANAHY,29
410110 ANDIRA,208
410115 ANGULO,22
410120 ANTONINA,156
410130 ANTONIO OLINTO,71
410140 APUCARANA,866
410150 ARAPONGAS,768
410160 ARAPOTI,185
410165 ARAPUA,30
410170 ARARUNA,118
410180 ARAUCARIA,680
410185 ARIRANHA DO IVAI,23
410190 ASSAI,143
410200 ASSIS CHATEAUBRIAND,288
410210 ASTORGA,174
410220 ATALAIA,46
410230 BALSA NOVA,83
410240 BANDEIRANTES,281
410250 BARBOSA FERRAZ,99
410260 BARRACAO,56
410270 BARRA DO JACARE,23
410275 BELA VISTA DA CAROBA,26
410280 BELA VISTA DO PARAISO,141
410290 BITURUNA,122
410300 BOA ESPERANCA,42
410302 BOA ESPERANCA DO IGUACU,12
410304 BOA VENTURA DE SAO ROQUE,33
410305 BOA VISTA DA APARECIDA,66
410310 BOCAIUVA DO SUL,73
410315 BOM JESUS DO SUL,22
410320 BOM SUCESSO,51
410322 BOM SUCESSO DO SUL,28
410330 BORRAZOPOLIS,86
410335 BRAGANEY,42
410337 BRASILANDIA DO SUL,23
410340 CAFEARA,20
410345 CAFELANDIA,61
410347 CAFEZAL DO SUL,32
410350 CALIFORNIA,65
410360 CAMBARA,221
410370 CAMBE,656
410380 CAMBIRA,62
410390 CAMPINA DA LAGOA,117
410395 CAMPINA DO SIMAO,23
410400 CAMPINA GRANDE DO SUL,258
410405 CAMPO BONITO,30
410410 CAMPO DO TENENTE,50
410420 CAMPO LARGO,731
410425 CAMPO MAGRO,158
410430 CAMPO MOURAO,661
410440 CANDIDO DE ABREU,119
410442 CANDOI,106
410445 CANTAGALO,93
410450 CAPANEMA,143
410460 CAPITAO LEONIDAS MARQUES,81
410465 CARAMBEI,88
410470 CARLOPOLIS,125
410480 CASCAVEL,1704
410490 CASTRO,403
410500 CATANDUVAS,49
410510 CENTENARIO DO SUL,89
410520 CERRO AZUL,123
410530 CEU AZUL,77
410540 CHOPINZINHO,148
410550 CIANORTE,452
410560 CIDADE GAUCHA,63
410570 CLEVELANDIA,139
410580 COLOMBO,1322
410590 COLORADO,158
410600 CONGONHINHAS,68
410610 CONSELHEIRO MAIRINCK,32
410620 CONTENDA,95
410630 CORBELIA,93
410640 CORNELIO PROCOPIO,385
410645 CORONEL DOMINGOS SOARES,29
410650 CORONEL VIVIDA,180
410655 CORUMBATAI DO SUL,23
410657 CRUZEIRO DO IGUACU,33
410660 CRUZEIRO DO OESTE,178
410670 CRUZEIRO DO SUL,33
410680 CRUZ MACHADO,139
410685 CRUZMALTINA,23
410690 CURITIBA,10414
410700 CURIUVA,99
410710 DIAMANTE DO NORTE,19
410712 DIAMANTE DO SUL,15
410715 DIAMANTE D'OESTE,42
410720 DOIS VIZINHOS,215
410725 DOURADINA,64
410730 DOUTOR CAMARGO,59
410740 ENEAS MARQUES,34
410750 ENGENHEIRO BELTRAO,103
410752 ESPERANCA NOVA,15
410753 ENTRE RIOS DO OESTE,28
410754 ESPIGAO ALTO DO IGUACU,40
410755 FAROL,31
410760 FAXINAL,140
410765 FAZENDA RIO GRANDE,519
410770 FENIX,48
410773 FERNANDES PINHEIRO,32
410775 FIGUEIRA,69
410780 FLORAI,52
410785 FLOR DA SERRA DO SUL,42
410790 FLORESTA,50
410800 FLORESTOPOLIS,101
410810 FLORIDA,29
410820 FORMOSA DO OESTE,59
410830 FOZ DO IGUACU,1531
410832 FRANCISCO ALVES,63
410840 FRANCISCO BELTRAO,492
410845 FOZ DO JORDAO,31
410850 GENERAL CARNEIRO,84
410855 GODOY MOREIRA,33
410860 GOIOERE,199
410865 GOIOXIM,48
410870 GRANDES RIOS,50
410880 GUAIRA,239
410890 GUAIRACA,57
410895 GUAMIRANGA,47
410900 GUAPIRAMA,32
410910 GUAPOREMA,14
410920 GUARACI,38
410930 GUARANIACU,104
410940 GUARAPUAVA,1167
410950 GUARAQUECABA,35
410960 GUARATUBA,260
410965 HONORIO SERPA,30
410970 IBAITI,231
410975 IBEMA,34
410980 IBIPORA,388
410990 ICARAIMA,87
411000 IGUARACU,27
411005 IGUATU,16
411007 IMBAU,101
411010 IMBITUVA,159
411020 INACIO MARTINS,49
411030 INAJA,22
411040 INDIANOPOLIS,35
411050 IPIRANGA,66
411060 IPORA,134
411065 IRACEMA DO OESTE,17
411070 IRATI,421
411080 IRETAMA,83
411090 ITAGUAJE,28
411095 ITAIPULANDIA,56
411100 ITAMBARACA,62
411110 ITAMBE,50
411120 ITAPEJARA D'OESTE,56
411125 ITAPERUCU,145
411130 ITAUNA DO SUL,40
411140 IVAI,68
411150 IVAIPORA,247
411155 IVATE,47
411160 IVATUBA,18
411170 JABOTI,35
411180 JACAREZINHO,320
411190 JAGUAPITA,94
411200 JAGUARIAIVA,224
411210 JANDAIA DO SUL,187
411220 JANIOPOLIS,64
411230 JAPIRA,40
411240 JAPURA,65
411250 JARDIM ALEGRE,89
411260 JARDIM OLINDA,7
411270 JATAIZINHO,97
411275 JESUITAS,70
411280 JOAQUIM TAVORA,98
411290 JUNDIAI DO SUL,22
411295 JURANDA,56
411300 JUSSARA,48
411310 KALORE,52
411320 LAPA,321
411325 LARANJAL,32
411330 LARANJEIRAS DO SUL,223
411340 LEOPOLIS,39
411342 LIDIANOPOLIS,39
411345 LINDOESTE,34
411350 LOANDA,168
411360 LOBATO,20
411370 LONDRINA,3662
411373 LUIZIANA,66
411375 LUNARDELLI,36
411380 LUPIONOPOLIS,30
411390 MALLET,102
411400 MAMBORE,109
411410 MANDAGUACU,138
411420 MANDAGUARI,264
411430 MANDIRITUBA,158
411435 MANFRINOPOLIS,17
411440 MANGUEIRINHA,97
411450 MANOEL RIBAS,95
411460 MARECHAL CANDIDO RONDON,345
411470 MARIA HELENA,54
411480 MARIALVA,242
411490 MARILANDIA DO SUL,85
411500 MARILENA,50
411510 MARILUZ,99
411520 MARINGA,2082
411530 MARIOPOLIS,41
411535 MARIPA,37
411540 MARMELEIRO,89
411545 MARQUINHO,25
411550 MARUMBI,42
411560 MATELANDIA,111
411570 MATINHOS,228
411573 MATO RICO,20
411575 MAUA DA SERRA,70
411580 MEDIANEIRA,264
411585 MERCEDES,34
411590 MIRADOR,14
411600 MIRASELVA,19
411605 MISSAL,106
411610 MOREIRA SALES,109
411620 MORRETES,105
411630 MUNHOZ DE MELO,26
411640 NOSSA SENHORA DAS GRACAS,27
411650 NOVA ALIANCA DO IVAI,9
411660 NOVA AMERICA DA COLINA,24
411670 NOVA AURORA,92
411680 NOVA CANTU,55
411690 NOVA ESPERANCA,206
411695 NOVA ESPERANCA DO SUDOESTE,45
411700 NOVA FATIMA,73
411705 NOVA LARANJEIRAS,66
411710 NOVA LONDRINA,81
411720 NOVA OLIMPIA,58
411721 NOVA SANTA BARBARA,31
411722 NOVA SANTA ROSA,78
411725 NOVA PRATA DO IGUACU,72
411727 NOVA TEBAS,57
411729 NOVO ITACOLOMI,25
411730 ORTIGUEIRA,150
411740 OURIZONA,25
411745 OURO VERDE DO OESTE,36
411750 PAICANDU,215
411760 PALMAS,257
411770 PALMEIRA,208
411780 PALMITAL,102
411790 PALOTINA,183
411800 PARAISO DO NORTE,86
411810 PARANACITY,55
411820 PARANAGUA,1020
411830 PARANAPOEMA,17
411840 PARANAVAI,656
411845 PATO BRAGADO,46
411850 PATO BRANCO,455
411860 PAULA FREITAS,38
411870 PAULO FRONTIN,54
411880 PEABIRU,105
411885 PEROBAL,38
411890 PEROLA,107
411900 PEROLA D'OESTE,43
411910 PIEN,64
411915 PINHAIS,678
411920 PINHALAO,56
411925 PINHAL DE SAO BENTO,21
411930 PINHAO,189
411940 PIRAI DO SUL,187
411950 PIRAQUARA,572
411960 PITANGA,227
411965 PITANGUEIRAS,23
411970 PLANALTINA DO PARANA,25
411980 PLANALTO,98
411990 PONTA GROSSA,2251
411995 PONTAL DO PARANA,174
412000 PORECATU,108
412010 PORTO AMAZONAS,44
412015 PORTO BARREIRO,23
412020 PORTO RICO,20
412030 PORTO VITORIA,36
412033 PRADO FERREIRA,29
412035 PRANCHITA,39
412040 PRESIDENTE CASTELO BRANCO,30
412050 PRIMEIRO DE MAIO,72
412060 PRUDENTOPOLIS,359
412065 QUARTO CENTENARIO,49
412070 QUATIGUA,67
412080 QUATRO BARRAS,144
412085 QUATRO PONTES,32
412090 QUEDAS DO IGUACU,171
412100 QUERENCIA DO NORTE,86
412110 QUINTA DO SOL,38
412120 QUITANDINHA,117
412125 RAMILANDIA,32
412130 RANCHO ALEGRE,39
412135 RANCHO ALEGRE D'OESTE,19
412140 REALEZA,114
412150 REBOUCAS,94
412160 RENASCENCA,38
412170 RESERVA,186
412175 RESERVA DO IGUACU,36
412180 RIBEIRAO CLARO,80
412190 RIBEIRAO DO PINHAL,125
412200 RIO AZUL,97
412210 RIO BOM,29
412215 RIO BONITO DO IGUACU,73
412217 RIO BRANCO DO IVAI,31
412220 RIO BRANCO DO SUL,192
412230 RIO NEGRO,209
412240 ROLANDIA,446
412250 RONCADOR,89
412260 RONDON,63
412265 ROSARIO DO IVAI,48
412270 SABAUDIA,54
412280 SALGADO FILHO,29
412290 SALTO DO ITARARE,51
412300 SALTO DO LONTRA,100
412310 SANTA AMELIA,34
412320 SANTA CECILIA DO PAVAO,18
412330 SANTA CRUZ DE MONTE CASTELO,69
412340 SANTA FE,64
412350 SANTA HELENA,149
412360 SANTA INES,14
412370 SANTA ISABEL DO IVAI,81
412380 SANTA IZABEL DO OESTE,88
412382 SANTA LUCIA,18
412385 SANTA MARIA DO OESTE,63
412390 SANTA MARIANA,118
412395 SANTA MONICA,17
412400 SANTANA DO ITARARE,37
412402 SANTA TEREZA DO OESTE,77
412405 SANTA TEREZINHA DE ITAIPU,124
412410 SANTO ANTONIO DA PLATINA,316
412420 SANTO ANTONIO DO CAIUA,23
412430 SANTO ANTONIO DO PARAISO,15
412440 SANTO ANTONIO DO SUDOESTE,111
412450 SANTO INACIO,43
412460 SAO CARLOS DO IVAI,39
412470 SAO JERONIMO DA SERRA,81
412480 SAO JOAO,94
412490 SAO JOAO DO CAIUA,47
412500 SAO JOAO DO IVAI,117
412510 SAO JOAO DO TRIUNFO,78
412520 SAO JORGE D'OESTE,65
412530 SAO JORGE DO IVAI,36
412535 SAO JORGE DO PATROCINIO,58
412540 SAO JOSE DA BOA VISTA,50
412545 SAO JOSE DAS PALMEIRAS,28
412550 SAO JOSE DOS PINHAIS,1531
412555 SAO MANOEL DO PARANA,17
412560 SAO MATEUS DO SUL,271
412570 SAO MIGUEL DO IGUACU,184
412575 SAO PEDRO DO IGUACU,44
412580 SAO PEDRO DO IVAI,70
412590 SAO PEDRO DO PARANA,30
412600 SAO SEBASTIAO DA AMOREIRA,53
412610 SAO TOME,40
412620 SAPOPEMA,57
412625 SARANDI,506
412627 SAUDADE DO IGUACU,40
412630 SENGES,98
412635 SERRANOPOLIS DO IGUACU,31
412640 SERTANEJA,50
412650 SERTANOPOLIS,129
412660 SIQUEIRA CAMPOS,147
412665 SULINA,22
412667 TAMARANA,70
412670 TAMBOARA,42
412680 TAPEJARA,97
412690 TAPIRA,40
412700 TEIXEIRA SOARES,59
412710 TELEMACO BORBA,532
412720 TERRA BOA,120
412730 TERRA RICA,126
412740 TERRA ROXA,124
412750 TIBAGI,140
412760 TIJUCAS DO SUL,97
412770 TOLEDO,720
412780 TOMAZINA,75
412785 TRES BARRAS DO PARANA,63
412788 TUNAS DO PARANA,32
412790 TUNEIRAS DO OESTE,69
412795 TUPASSI,59
412796 TURVO,81
412800 UBIRATA,160
412810 UMUARAMA,699
412820 UNIAO DA VITORIA,435
412830 UNIFLOR,17
412840 URAI,101
412850 WENCESLAU BRAZ,170
412853 VENTANIA,63
412855 VERA CRUZ DO OESTE,65
412860 VERE,47
412862 ALTO PARAISO,19
412863 DOUTOR ULYSSES,26
412865 VIRMOND,31
412870 VITORINO,43
412880 XAMBRE,51
420005 ABDON BATISTA,11
420010 ABELARDO LUZ,88
420020 AGROLANDIA,66
420030 AGRONOMICA,21
420040 AGUA DOCE,40
420050 AGUAS DE CHAPECO,37
420055 AGUAS FRIAS,14
420060 AGUAS MORNAS,49
420070 ALFREDO WAGNER,63
420075 ALTO BELA VISTA,9
420080 ANCHIETA,36
420090 ANGELINA,43
420100 ANITA GARIBALDI,67
420110 ANITAPOLIS,27
420120 ANTONIO CARLOS,35
420125 APIUNA,62
420127 ARABUTA,39
420130 ARAQUARI,122
420140 ARARANGUA,394
420150 ARMAZEM,41
420160 ARROIO TRINTA,21
420165 ARVOREDO,9
420170 ASCURRA,68
420180 ATALANTA,29
420190 AURORA,38
420195 BALNEARIO ARROIO DO SILVA,85
420200 BALNEARIO CAMBORIU,630
420205 BALNEARIO BARRA DO SUL,70
420207 BALNEARIO GAIVOTA,65
420208 BANDEIRANTE,19
420209 BARRA BONITA,15
420210 BARRA VELHA,145
420213 BELA VISTA DO TOLDO,34
420215 BELMONTE,19
420220 BENEDITO NOVO,80
420230 BIGUACU,326
420240 BLUMENAU,1799
420243 BOCAINA DO SUL,16
420245 BOMBINHAS,77
420250 BOM JARDIM DA SERRA,21
420253 BOM JESUS,14
420257 BOM JESUS DO OESTE,9
420260 BOM RETIRO,71
420270 BOTUVERA,25
420280 BRACO DO NORTE,150
420285 BRACO DO TROMBUDO,33
420287 BRUNOPOLIS,19
420290 BRUSQUE,616
420300 CACADOR,438
420310 CAIBI,46
420315 CALMON,17
420320 CAMBORIU,360
420325 CAPAO ALTO,27
420330 CAMPO ALEGRE,87
420340 CAMPO BELO DO SUL,45
420350 CAMPO ERE,71
420360 CAMPOS NOVOS,228
420370 CANELINHA,65
420380 CANOINHAS,343
420390 CAPINZAL,95
420395 CAPIVARI DE BAIXO,154
420400 CATANDUVAS,58
420410 CAXAMBU DO SUL,26
420415 CELSO RAMOS,12
420417 CERRO NEGRO,23
420419 CHAPADAO DO LAGEADO,23
420420 CHAPECO,898
420425 COCAL DO SUL,79
420430 CONCORDIA,402
420435 CORDILHEIRA ALTA,27
420440 CORONEL FREITAS,57
420445 CORONEL MARTINS,22
420450 CORUPA,101
420455 CORREIA PINTO,113
420460 CRICIUMA,1093
420470 CUNHA PORA,80
420475 CUNHATAI,13
420480 CURITIBANOS,308
420490 DESCANSO,59
420500 DIONISIO CERQUEIRA,119
420510 DONA EMMA,14
420515 DOUTOR PEDRINHO,14
420517 ENTRE RIOS,23
420519 ERMO,17
420520 ERVAL VELHO,22
420530 FAXINAL DOS GUEDES,54
420535 FLOR DO SERTAO,12
420540 FLORIANOPOLIS,2294
420543 FORMOSA DO SUL,13
420545 FORQUILHINHA,103
420550 FRAIBURGO,175
420555 FREI ROGERIO,17
420560 GALVAO,23
420570 GAROPABA,130
420580 GARUVA,72
420590 GASPAR,297
420600 GOVERNADOR CELSO RAMOS,69
420610 GRAO PARA,29
420620 GRAVATAL,85
420630 GUABIRUBA,66
420640 GUARACIABA,74
420650 GUARAMIRIM,169
420660 GUARUJA DO SUL,40
420665 GUATAMBU,29
420670 HERVAL D'OESTE,113
420675 IBIAM,10
420680 IBICARE,19
420690 IBIRAMA,136
420700 ICARA,245
420710 ILHOTA,71
420720 IMARUI,105
420730 IMBITUBA,278
420740 IMBUIA,45
420750 INDAIAL,311
420757 IOMERE,14
420760 IPIRA,40
420765 IPORA DO OESTE,36
420768 IPUACU,42
420770 IPUMIRIM,39
420775 IRACEMINHA,36
420780 IRANI,65
420785 IRATI,16
420790 IRINEOPOLIS,67
420800 ITA,32
420810 ITAIOPOLIS,131
420820 ITAJAI,1152
420830 ITAPEMA,275
420840 ITAPIRANGA,76
420845 ITAPOA,108
420850 ITUPORANGA,170
420860 JABORA,28
420870 JACINTO MACHADO,56
420880 JAGUARUNA,138
420890 JARAGUA DO SUL,717
420895 JARDINOPOLIS,14
420900 JOACABA,140
420910 JOINVILLE,2810
420915 JOSE BOITEUX,45
420917 JUPIA,19
420920 LACERDOPOLIS,15
420930 LAGES,1225
420940 LAGUNA,365
420945 LAJEADO GRANDE,9
420950 LAURENTINO,53
420960 LAURO MULLER,107
420970 LEBON REGIS,74
420980 LEOBERTO LEAL,33
420985 LINDOIA DO SUL,43
420990 LONTRAS,85
421000 LUIZ ALVES,54
421003 LUZERNA,49
421005 MACIEIRA,16
421010 MAFRA,384
421020 MAJOR GERCINO,26
421030 MAJOR VIEIRA,51
421040 MARACAJA,37
421050 MARAVILHA,149
421055 MAREMA,10
421060 MASSARANDUBA,97
421070 MATOS COSTA,17
421080 MELEIRO,48
421085 MIRIM DOCE,18
421090 MODELO,25
421100 MONDAI,65
421105 MONTE CARLO,46
421110 MONTE CASTELO,59
421120 MORRO DA FUMACA,106
421125 MORRO GRANDE,16
421130 NAVEGANTES,365
421140 NOVA ERECHIM,26
421145 NOVA ITABERABA,18
421150 NOVA TRENTO,84
421160 NOVA VENEZA,77
421165 NOVO HORIZONTE,17
421170 ORLEANS,122
421175 OTACILIO COSTA,109
421180 OURO,46
421185 OURO VERDE,11
421187 PAIAL,11
421189 PAINEL,18
421190 PALHOCA,765
421200 PALMA SOLA,41
421205 PALMEIRA,14
421210 PALMITOS,125
421220 PAPANDUVA,130
421223 PARAISO,24
421225 PASSO DE TORRES,44
421227 PASSOS MAIA,19
421230 PAULO LOPES,44
421240 PEDRAS GRANDES,29
421250 PENHA,158
421260 PERITIBA,23
421265 PESCARIA BRAVA,55
421270 PETROLANDIA,55
421280 BALNEARIO PICARRAS,123
421290 PINHALZINHO,92
421300 PINHEIRO PRETO,15
421310 PIRATUBA,37
421315 PLANALTO ALEGRE,17
421320 POMERODE,210
421330 PONTE ALTA,30
421335 PONTE ALTA DO NORTE,16
421340 PONTE SERRADA,67
421350 PORTO BELO,88
421360 PORTO UNIAO,263
421370 POUSO REDONDO,92
421380 PRAIA GRANDE,42
421390 PRESIDENTE CASTELLO BRANCO,15
421400 PRESIDENTE GETULIO,89
421410 PRESIDENTE NEREU,14
421415 PRINCESA,12
421420 QUILOMBO,59
421430 RANCHO QUEIMADO,20
421440 RIO DAS ANTAS,34
421450 RIO DO CAMPO,45
421460 RIO DO OESTE,61
421470 RIO DOS CEDROS,66
421480 RIO DO SUL,417
421490 RIO FORTUNA,35
421500 RIO NEGRINHO,259
421505 RIO RUFINO,20
421507 RIQUEZA,23
421510 RODEIO,79
421520 ROMELANDIA,36
421530 SALETE,47
421535 SALTINHO,18
421540 SALTO VELOSO,28
421545 SANGAO,60
421550 SANTA CECILIA,112
421555 SANTA HELENA,17
421560 SANTA ROSA DE LIMA,21
421565 SANTA ROSA DO SUL,56
421567 SANTA TEREZINHA,40
421568 SANTA TEREZINHA DO PROGRESSO,15
421569 SANTIAGO DO SUL,8
421570 SANTO AMARO DA IMPERATRIZ,118
421575 SAO BERNARDINO,17
421580 SAO BENTO DO SUL,418
421590 SAO BONIFACIO,27
421600 SAO CARLOS,64
421605 SAO CRISTOVAO DO SUL,34
421610 SAO DOMINGOS,59
421620 SAO FRANCISCO DO SUL,331
421625 SAO JOAO DO OESTE,36
421630 SAO JOAO BATISTA,119
421635 SAO JOAO DO ITAPERIU,18
421640 SAO JOAO DO SUL,40
421650 SAO JOAQUIM,188
421660 SAO JOSE,1242
421670 SAO JOSE DO CEDRO,77
421680 SAO JOSE DO CERRITO,54
421690 SAO LOURENCO DO OESTE,151
421700 SAO LUDGERO,66
421710 SAO MARTINHO,17
421715 SAO MIGUEL DA BOA VISTA,10
421720 SAO MIGUEL DO OESTE,231
421725 SAO PEDRO DE ALCANTARA,22
421730 SAUDADES,59
421740 SCHROEDER,67
421750 SEARA,100
421755 SERRA ALTA,18
421760 SIDEROPOLIS,65
421770 SOMBRIO,137
421775 SUL BRASIL,19
421780 TAIO,99
421790 TANGARA,62
421795 TIGRINHOS,12
421800 TIJUCAS,194
421810 TIMBE DO SUL,40
421820 TIMBO,255
421825 TIMBO GRANDE,42
421830 TRES BARRAS,116
421835 TREVISO,23
421840 TREZE DE MAIO,56
421850 TREZE TILIAS,32
421860 TROMBUDO CENTRAL,43
421870 TUBARAO,610
421875 TUNAPOLIS,27
421880 TURVO,76
421885 UNIAO DO OESTE,21
421890 URUBICI,74
421895 URUPEMA,12
421900 URUSSANGA,160
421910 VARGEAO,22
421915 VARGEM,25
421917 VARGEM BONITA,30
421920 VIDAL RAMOS,52
421930 VIDEIRA,264
421935 VITOR MEIRELES,21
421940 WITMARSUM,23
421950 XANXERE,272
421960 XAVANTINA,23
421970 XAXIM,140
421985 ZORTEA,17
422000 BALNEARIO RINCAO,108
430003 ACEGUA,33
